timestamp,gpstime,speed,latitude,longitude
2011-01-04 07:23:11.54,2011-01-04 07:23:24.86,62,48.91092,24.89788
2011-01-04 07:23:15.57,2011-01-04 07:23:30.977,63,48.91051,24.89659
2011-01-04 07:23:21.18,2011-01-04 07:23:38.137,61,48.91004,24.89511
2011-01-04 07:23:21.18,2011-01-04 07:23:35.077,61,48.91024,24.89574
2011-01-04 07:23:26.773,2011-01-04 07:23:41.197,61,48.90984,24.89448
2011-01-04 07:23:30.837,2011-01-04 07:23:47.317,63,48.90944,24.8932
2011-01-04 07:23:30.837,2011-01-04 07:23:44.257,62,48.90964,24.89384
2011-01-04 07:23:38.21,2011-01-04 07:23:53.437,62,48.90901,24.89191
2011-01-04 07:23:38.21,2011-01-04 07:23:50.377,63,48.90923,24.89255
2011-01-04 07:23:42.257,2011-01-04 07:23:56.497,61,48.90881,24.89128
2011-01-04 07:23:46.303,2011-01-04 07:24:02.677,61,48.90841,24.89003
2011-01-04 07:23:46.303,2011-01-04 07:23:59.617,61,48.90861,24.89066
2011-01-04 07:23:50.43,2011-01-04 07:24:05.737,62,48.9082,24.88939
2011-01-04 07:23:54.43,2011-01-04 07:24:11.007,61,48.9078,24.88811
2011-01-04 07:23:54.43,2011-01-04 07:24:07.947,62,48.908,24.88875
2011-01-04 07:23:59.977,2011-01-04 07:24:15.067,58,48.90753,24.88729
2011-01-04 07:24:05.54,2011-01-04 07:24:20.127,55,48.90722,24.88633
2011-01-04 07:24:11.54,2011-01-04 07:24:25.187,55,48.90688,24.88541
2011-01-04 07:24:15.587,2011-01-04 07:24:32.307,60,48.90633,24.8841
2011-01-04 07:24:15.6,2011-01-04 07:24:29.247,59,48.90658,24.88467
2011-01-04 07:24:21.367,2011-01-04 07:24:36.367,58,48.906,24.88334
2011-01-04 07:24:25.43,2011-01-04 07:24:40.427,56,48.90569,24.88259
2011-01-04 07:24:29.85,2011-01-04 07:24:44.547,54,48.90541,24.88185
2011-01-04 07:24:41.93,2011-01-04 07:24:55.907,59,48.90456,24.87961
2011-01-04 07:24:41.947,2011-01-04 07:24:51.787,57,48.90478,24.88043
2011-01-04 07:24:41.947,2011-01-04 07:24:48.667,56,48.90508,24.88117
2011-01-04 07:24:45.883,2011-01-04 07:25:00.027,61,48.9044,24.87872
2011-01-04 07:24:49.93,2011-01-04 07:25:06.147,60,48.90415,24.87737
2011-01-04 07:24:49.947,2011-01-04 07:25:03.087,61,48.90428,24.87804
2011-01-04 07:24:55.633,2011-01-04 07:25:10.207,60,48.90398,24.87649
2011-01-04 07:24:59.68,2011-01-04 07:25:16.323,60,48.90374,24.87516
2011-01-04 07:24:59.68,2011-01-04 07:25:13.267,60,48.90386,24.87582
2011-01-04 07:25:05.413,2011-01-04 07:25:19.383,60,48.90361,24.87449
2011-01-04 07:25:09.43,2011-01-04 07:25:25.503,60,48.90336,24.87316
2011-01-04 07:25:09.447,2011-01-04 07:25:22.443,60,48.90348,24.87383
2011-01-04 07:25:13.413,2011-01-04 07:25:28.563,59,48.90323,24.8725
2011-01-04 07:25:17.337,2011-01-04 07:25:32.683,58,48.90307,24.87164
2011-01-04 07:25:21.303,2011-01-04 07:25:35.803,58,48.90291,24.87078
2011-01-04 07:25:25.163,2011-01-04 07:25:39.863,58,48.90274,24.86993
2011-01-04 07:25:30.697,2011-01-04 07:25:44.923,58,48.90253,24.86886
2011-01-04 07:25:34.617,2011-01-04 07:25:49.983,55,48.90234,24.86782
2011-01-04 07:25:40.243,2011-01-04 07:25:55.103,54,48.90214,24.86682
2011-01-04 07:25:46.163,2011-01-04 07:26:00.163,52,48.90196,24.86585
2011-01-04 07:25:50.087,2011-01-04 07:26:05.223,47,48.90178,24.8649
2011-01-04 07:25:55.6,2011-01-04 07:26:10.343,41,48.90172,24.86408
2011-01-04 07:26:01.29,2011-01-04 07:26:15.403,45,48.9018,24.86326
2011-01-04 07:26:05.303,2011-01-04 07:26:19.463,46,48.90184,24.86257
2011-01-04 07:26:09.29,2011-01-04 07:26:23.523,47,48.90177,24.86186
2011-01-04 07:26:13.29,2011-01-04 07:26:27.583,47,48.90165,24.86116
2011-01-04 07:26:17.243,2011-01-04 07:26:31.64,47,48.90155,24.86045
2011-01-04 07:26:21.163,2011-01-04 07:26:35.7,47,48.90143,24.85974
2011-01-04 07:26:25.15,2011-01-04 07:26:39.76,47,48.90134,24.85903
2011-01-04 07:26:29.117,2011-01-04 07:26:42.82,48,48.90132,24.85831
2011-01-04 07:26:33.117,2011-01-04 07:26:46.88,48,48.90127,24.85758
2011-01-04 07:27:20.57,2011-01-04 07:27:34.97,43,48.90212,24.84957
2011-01-04 07:27:20.57,2011-01-04 07:27:29.85,44,48.90185,24.85032
2011-01-04 07:27:20.57,2011-01-04 07:27:25.11,45,48.90162,24.8511
2011-01-04 07:27:20.57,2011-01-04 07:27:19.99,44,48.9014,24.85191
2011-01-04 07:27:20.57,2011-01-04 07:27:14.87,45,48.90119,24.85268
2011-01-04 07:27:20.587,2011-01-04 07:27:11.75,47,48.901,24.85333
2011-01-04 07:27:20.587,2011-01-04 07:27:07.63,47,48.90087,24.85402
2011-01-04 07:27:20.587,2011-01-04 07:27:03.57,48,48.90087,24.85475
2011-01-04 07:27:20.587,2011-01-04 07:26:59.45,47,48.90091,24.85548
2011-01-04 07:27:20.587,2011-01-04 07:26:55.49,47,48.901,24.85619
2011-01-04 07:27:20.587,2011-01-04 07:26:50.94,48,48.90114,24.85688
2011-01-04 07:27:25.023,2011-01-04 07:27:40.03,43,48.90244,24.8489
2011-01-04 07:27:30.6,2011-01-04 07:27:45.39,33,48.90273,24.8483
2011-01-04 07:27:39.507,2011-01-04 07:27:54.447,9,48.90301,24.84775
2011-01-04 07:28:26.883,2011-01-04 07:28:41.467,48,48.90379,24.84476
2011-01-04 07:28:26.883,2011-01-04 07:28:36.337,42,48.90366,24.84559
2011-01-04 07:28:26.883,2011-01-04 07:28:31.277,36,48.90351,24.84631
2011-01-04 07:28:26.883,2011-01-04 07:28:25.157,31,48.90331,24.84702
2011-01-04 07:28:30.82,2011-01-04 07:28:45.527,49,48.90392,24.84405
2011-01-04 07:28:34.773,2011-01-04 07:28:49.647,51,48.90404,24.8433
2011-01-04 07:28:38.773,2011-01-04 07:28:53.767,49,48.90415,24.84254
2011-01-04 07:28:42.65,2011-01-04 07:28:56.887,45,48.90421,24.84182
2011-01-04 07:28:46.553,2011-01-04 07:29:01.947,28,48.90424,24.84113
2011-01-04 07:28:57.053,2011-01-04 07:29:12.067,27,48.90426,24.8404
2011-01-04 07:29:04.227,2011-01-04 07:29:18.123,38,48.90427,24.83963
2011-01-04 07:29:08.197,2011-01-04 07:29:23.183,46,48.9042,24.83883
2011-01-04 07:29:12.1,2011-01-04 07:29:27.303,50,48.90408,24.83811
2011-01-04 07:29:16.15,2011-01-04 07:29:31.423,49,48.90397,24.83735
2011-01-04 07:29:20.15,2011-01-04 07:29:35.593,49,48.90392,24.8366
2011-01-04 07:29:25.773,2011-01-04 07:29:39.663,49,48.90397,24.83585
2011-01-04 07:29:29.803,2011-01-04 07:29:46.783,50,48.90412,24.83436
2011-01-04 07:29:29.803,2011-01-04 07:29:43.723,48,48.90405,24.83511
2011-01-04 07:29:35.413,2011-01-04 07:29:50.843,52,48.9042,24.83359
2011-01-04 07:29:40.993,2011-01-04 07:29:54.903,53,48.90429,24.83279
2011-01-04 07:29:44.883,2011-01-04 07:29:59.963,55,48.90442,24.83177
2011-01-04 07:29:50.43,2011-01-04 07:30:05.083,57,48.90454,24.83072
2011-01-04 07:29:56.007,2011-01-04 07:30:10.143,55,48.90466,24.82966
2011-01-04 07:29:59.977,2011-01-04 07:30:15.203,56,48.90476,24.8286
2011-01-04 07:30:03.947,2011-01-04 07:30:19.323,53,48.90486,24.82778
2011-01-04 07:30:09.493,2011-01-04 07:30:23.493,46,48.90494,24.82702
2011-01-04 07:30:13.43,2011-01-04 07:30:28.553,45,48.90503,24.82619
2011-01-04 07:30:17.367,2011-01-04 07:30:32.673,51,48.90509,24.82546
2011-01-04 07:30:21.367,2011-01-04 07:30:35.793,55,48.90517,24.82465
2011-01-04 07:30:25.493,2011-01-04 07:30:39.853,57,48.90529,24.8238
2011-01-04 07:30:30.587,2011-01-04 07:30:44.91,60,48.9054,24.82269
2011-01-04 07:30:34.6,2011-01-04 07:30:51.14,63,48.90555,24.8213
2011-01-04 07:30:34.617,2011-01-04 07:30:48.08,61,48.90548,24.822
2011-01-04 07:30:40.243,2011-01-04 07:30:55.2,64,48.90565,24.82034
2011-01-04 07:30:44.197,2011-01-04 07:30:58.26,66,48.90572,24.8196
2011-01-04 07:30:48.227,2011-01-04 07:31:04.38,66,48.90588,24.81809
2011-01-04 07:30:48.227,2011-01-04 07:31:01.32,67,48.9058,24.81884
2011-01-04 07:30:52.243,2011-01-04 07:31:07.44,66,48.90596,24.81734
2011-01-04 07:30:56.163,2011-01-04 07:31:10.56,66,48.90604,24.81659
2011-01-04 07:31:00.21,2011-01-04 07:31:16.68,67,48.9062,24.81508
2011-01-04 07:31:00.21,2011-01-04 07:31:13.62,67,48.90612,24.81583
2011-01-04 07:31:04.85,2011-01-04 07:31:19.74,67,48.90628,24.81432
2011-01-04 07:31:08.93,2011-01-04 07:31:24.92,67,48.90645,24.8128
2011-01-04 07:31:08.93,2011-01-04 07:31:21.86,67,48.90636,24.81356
2011-01-04 07:31:12.96,2011-01-04 07:31:27.98,66,48.90653,24.81204
2011-01-04 07:31:16.96,2011-01-04 07:31:31.1,66,48.9066,24.81129
2011-01-04 07:31:20.96,2011-01-04 07:31:35.16,67,48.90671,24.81028
2011-01-04 07:31:25.053,2011-01-04 07:31:41.28,70,48.90688,24.80873
2011-01-04 07:31:25.053,2011-01-04 07:31:38.22,68,48.90679,24.80951
2011-01-04 07:31:29.117,2011-01-04 07:31:44.337,72,48.90696,24.80792
2011-01-04 07:31:33.133,2011-01-04 07:31:47.457,72,48.90704,24.80711
2011-01-04 07:31:37.163,2011-01-04 07:31:53.577,73,48.90721,24.80546
2011-01-04 07:31:37.163,2011-01-04 07:31:50.517,73,48.90713,24.80629
2011-01-04 07:31:41.803,2011-01-04 07:31:56.637,73,48.9073,24.80464
2011-01-04 07:31:45.773,2011-01-04 07:32:01.797,72,48.90747,24.803
2011-01-04 07:31:45.79,2011-01-04 07:31:59.737,73,48.90739,24.80382
2011-01-04 07:31:49.837,2011-01-04 07:32:04.857,72,48.90756,24.80218
2011-01-04 07:31:53.82,2011-01-04 07:32:07.977,71,48.90764,24.80137
2011-01-04 07:31:57.837,2011-01-04 07:32:11.037,71,48.90773,24.80056
2011-01-04 07:32:01.883,2011-01-04 07:32:18.157,70,48.90793,24.79869
2011-01-04 07:32:01.9,2011-01-04 07:32:15.097,71,48.90784,24.79949
2011-01-04 07:32:05.913,2011-01-04 07:32:21.217,70,48.90801,24.7979
2011-01-04 07:32:09.867,2011-01-04 07:32:24.337,70,48.90809,24.79711
2011-01-04 07:32:13.883,2011-01-04 07:32:30.457,69,48.90826,24.79554
2011-01-04 07:32:13.883,2011-01-04 07:32:27.397,70,48.90818,24.79632
2011-01-04 07:32:19.6,2011-01-04 07:32:36.577,68,48.9084,24.79398
2011-01-04 07:32:19.6,2011-01-04 07:32:33.517,69,48.90833,24.79476
2011-01-04 07:32:25.273,2011-01-04 07:32:39.637,68,48.90848,24.79321
2011-01-04 07:32:29.32,2011-01-04 07:32:45.757,67,48.90867,24.79168
2011-01-04 07:32:29.32,2011-01-04 07:32:42.697,68,48.90857,24.79244
2011-01-04 07:32:33.35,2011-01-04 07:32:47.817,67,48.90875,24.79093
2011-01-04 07:32:37.273,2011-01-04 07:32:50.877,66,48.90883,24.79018
2011-01-04 07:32:41.257,2011-01-04 07:32:57.997,66,48.90901,24.78844
2011-01-04 07:32:41.257,2011-01-04 07:32:54.937,66,48.90893,24.78918
2011-01-04 07:32:46.977,2011-01-04 07:33:01.057,66,48.90909,24.78769
2011-01-04 07:32:50.9,2011-01-04 07:33:05.117,66,48.90919,24.7867
2011-01-04 07:32:54.837,2011-01-04 07:33:11.237,66,48.90935,24.78521
2011-01-04 07:32:54.837,2011-01-04 07:33:08.177,66,48.90927,24.78595
2011-01-04 07:32:58.913,2011-01-04 07:33:14.297,65,48.90943,24.78447
2011-01-04 07:33:02.9,2011-01-04 07:33:17.407,64,48.9095,24.78374
2011-01-04 07:33:07.18,2011-01-04 07:33:23.523,64,48.90966,24.78229
2011-01-04 07:33:07.18,2011-01-04 07:33:20.467,64,48.90959,24.78301
2011-01-04 07:33:11.32,2011-01-04 07:33:26.583,63,48.90974,24.78158
2011-01-04 07:33:15.32,2011-01-04 07:33:29.803,61,48.90984,24.78064
2011-01-04 07:33:19.273,2011-01-04 07:33:32.863,59,48.90991,24.77996
2011-01-04 07:33:23.273,2011-01-04 07:33:36.923,57,48.91,24.77908
2011-01-04 07:33:27.273,2011-01-04 07:33:40.983,57,48.91009,24.77823
2011-01-04 07:33:31.32,2011-01-04 07:33:45.043,55,48.91018,24.77739
2011-01-04 07:33:35.243,2011-01-04 07:33:50.103,54,48.91028,24.77635
2011-01-04 07:33:40.883,2011-01-04 07:33:55.223,53,48.91038,24.77535
2011-01-04 07:33:44.82,2011-01-04 07:33:59.283,49,48.91046,24.7746
2011-01-04 07:33:48.803,2011-01-04 07:34:03.343,48,48.91054,24.77388
2011-01-04 07:33:52.71,2011-01-04 07:34:07.403,46,48.9106,24.77315
2011-01-04 07:33:58.21,2011-01-04 07:34:12.463,42,48.91069,24.77233
2011-01-04 07:34:02.21,2011-01-04 07:34:17.523,40,48.91077,24.77157
2011-01-04 07:34:06.243,2011-01-04 07:34:21.643,46,48.91076,24.77087
2011-01-04 07:34:43.68,2011-01-04 07:34:52.13,18,48.9114,24.76592
2011-01-04 07:34:43.68,2011-01-04 07:34:44.92,36,48.91133,24.76664
2011-01-04 07:34:43.68,2011-01-04 07:34:39.803,46,48.91127,24.76744
2011-01-04 07:34:49.243,2011-01-04 07:35:03.36,26,48.91147,24.76518
2011-01-04 07:34:54.9,2011-01-04 07:35:09.42,33,48.91154,24.76449
2011-01-04 07:35:00.477,2011-01-04 07:35:14.48,40,48.91161,24.7638
2011-01-04 07:35:04.413,2011-01-04 07:35:19.54,49,48.91171,24.76295
2011-01-04 07:35:08.32,2011-01-04 07:35:23.66,52,48.91182,24.76219
2011-01-04 07:35:12.21,2011-01-04 07:35:26.78,52,48.91195,24.76141
2011-01-04 07:35:16.163,2011-01-04 07:35:30.84,51,48.91207,24.76063
2011-01-04 07:35:20.07,2011-01-04 07:35:34.9,47,48.91218,24.75989
2011-01-04 07:35:25.663,2011-01-04 07:35:40.02,42,48.91231,24.75906
2011-01-04 07:35:29.663,2011-01-04 07:35:45.08,43,48.91244,24.75825
2011-01-04 07:35:35.303,2011-01-04 07:35:50.207,44,48.91255,24.75746
2011-01-04 07:35:39.18,2011-01-04 07:35:54.267,48,48.91264,24.75677
2011-01-04 07:35:43.07,2011-01-04 07:35:58.387,51,48.91276,24.75603
2011-01-04 07:35:47.18,2011-01-04 07:36:02.507,52,48.91288,24.75526
2011-01-04 07:35:52.82,2011-01-04 07:36:06.677,53,48.913,24.75447
2011-01-04 07:35:56.82,2011-01-04 07:36:10.737,51,48.91315,24.7537
2011-01-04 07:36:00.803,2011-01-04 07:36:14.797,47,48.9133,24.75279
2011-01-04 07:36:04.663,2011-01-04 07:36:19.857,46,48.91343,24.75194
2011-01-04 07:36:10.21,2011-01-04 07:36:24.977,46,48.91356,24.75108
2011-01-04 07:36:15.773,2011-01-04 07:36:30.037,44,48.91369,24.75024
2011-01-04 07:36:19.727,2011-01-04 07:36:35.097,44,48.91381,24.74944
2011-01-04 07:36:25.273,2011-01-04 07:36:40.217,47,48.91395,24.74858
2011-01-04 07:36:29.197,2011-01-04 07:36:44.277,49,48.91405,24.74787
2011-01-04 07:36:33.117,2011-01-04 07:36:48.397,49,48.91416,24.74713
2011-01-04 07:36:37.117,2011-01-04 07:36:52.517,50,48.91427,24.74639
2011-01-04 07:36:41.087,2011-01-04 07:36:56.687,47,48.91437,24.74566
2011-01-04 07:36:45.133,2011-01-04 07:37:00.747,44,48.91447,24.74498
2011-01-04 07:36:49.087,2011-01-04 07:37:04.807,35,48.91459,24.74423
2011-01-04 07:36:56.197,2011-01-04 07:37:11.867,23,48.91469,24.74352
2011-01-04 07:37:03.337,2011-01-04 07:37:19.923,31,48.91482,24.74275
2011-01-04 07:37:10.43,2011-01-04 07:37:26.983,20,48.91494,24.74206
2011-01-04 07:37:46.837,2011-01-04 07:37:40.043,8,48.91505,24.74138
2011-01-04 07:38:33.9,2011-01-04 07:38:31.41,13,48.91517,24.74066
2011-01-04 07:39:33.1,2011-01-04 07:39:47.787,39,48.91562,24.73787
2011-01-04 07:39:33.1,2011-01-04 07:39:43.557,34,48.91551,24.73856
2011-01-04 07:39:33.117,2011-01-04 07:39:37.547,26,48.9154,24.73924
2011-01-04 07:39:33.117,2011-01-04 07:39:29.43,21,48.91528,24.73996
2011-01-04 07:39:37.023,2011-01-04 07:39:52.847,39,48.91574,24.73712
2011-01-04 07:39:41.04,2011-01-04 07:39:57.907,37,48.91585,24.73641
2011-01-04 07:39:46.65,2011-01-04 07:40:02.967,33,48.91594,24.73573
2011-01-04 07:39:53.79,2011-01-04 07:40:10.027,20,48.91603,24.73506
2011-01-04 07:40:05.663,2011-01-04 07:40:22.087,21,48.91613,24.73436
2011-01-04 07:40:14.367,2011-01-04 07:40:30.147,26,48.91625,24.73356
2011-01-04 07:40:24.68,2011-01-04 07:40:40.207,20,48.91637,24.73277
2011-01-04 07:40:30.29,2011-01-04 07:40:47.267,33,48.91649,24.73206
2011-01-04 07:40:35.82,2011-01-04 07:40:52.327,38,48.91659,24.73139
2011-01-04 07:40:41.447,2011-01-04 07:40:57.387,38,48.9167,24.73066
2011-01-04 07:40:45.447,2011-01-04 07:41:02.447,40,48.91682,24.72993
2011-01-04 07:40:51.007,2011-01-04 07:41:07.507,44,48.91693,24.72915
2011-01-04 07:40:55.023,2011-01-04 07:41:11.563,48,48.91704,24.72846
2011-01-04 07:40:59.07,2011-01-04 07:41:15.627,49,48.91716,24.72772
2011-01-04 07:41:03.07,2011-01-04 07:41:19.683,47,48.91727,24.727
2011-01-04 07:41:07.087,2011-01-04 07:41:23.743,44,48.91738,24.72632
2011-01-04 07:41:11.087,2011-01-04 07:41:27.803,42,48.9175,24.72552
2011-01-04 07:41:19.82,2011-01-04 07:41:36.863,1,48.91761,24.72485
2011-01-04 07:42:19.15,2011-01-04 07:42:30.81,33,48.91802,24.72199
2011-01-04 07:42:19.163,2011-01-04 07:42:26.45,39,48.91791,24.72268
2011-01-04 07:42:19.163,2011-01-04 07:42:21.55,35,48.9178,24.72337
2011-01-04 07:42:19.163,2011-01-04 07:42:15.43,29,48.91767,24.7241
2011-01-04 07:42:55.757,2011-01-04 07:43:03.51,8,48.91811,24.72131
2011-01-04 07:42:59.697,2011-01-04 07:43:14.57,21,48.91821,24.72064
2011-01-04 07:43:06.9,2011-01-04 07:43:23.687,19,48.91826,24.71995
2011-01-04 07:43:10.773,2011-01-04 07:43:25.757,20,48.91819,24.71984
2011-01-04 07:43:16.29,2011-01-04 07:43:31.877,33,48.91772,24.71962
2011-01-04 07:43:21.9,2011-01-04 07:43:37.937,35,48.91723,24.71938
2011-01-04 07:43:29.007,2011-01-04 07:43:44.997,26,48.91671,24.71913
2011-01-04 07:43:39.303,2011-01-04 07:43:55.057,20,48.91624,24.71892
2011-01-04 07:43:46.54,2011-01-04 07:44:03.117,28,48.91577,24.7187
2011-01-04 07:43:53.913,2011-01-04 07:44:10.177,32,48.91525,24.71839
